station_id,field,effective_date,lat,lon,value,source_region,metadata_file,coord_valid
A0000281,location,2008-10-15,37.53551756,126.89796452,,서울,metadata.json,True
A0000285,location,2010-08-10,37.52798281,126.91601999,,서울,metadata.json,True
A0000287,location,2011-04-13,37.52796928,126.90787146,,서울,metadata.json,True
A0000290,location,2013-04-05,37.52046659,126.90004321,,서울,metadata.json,True
A0000292,location,2014-04-01,37.51325502,126.89635557,,서울,metadata.json,True
A0000293,location,2014-06-04,37.52767821,126.91639585,,서울,metadata.json,True
A0000294,location,2008-04-15,37.52046659,126.90004321,,서울,metadata.json,True
A0000304,location,2008-04-24,37.51841523,126.91334475,,서울,metadata.json,True
A0000305,location,2008-04-24,37.524079,126.89084755,,서울,metadata.json,True
A0000306,location,2008-04-17,37.525499,126.9039207,,서울,metadata.json,True
A0000307,location,2012-04-02,37.51325502,126.89635557,,서울,metadata.json,True
A0000308,location,2008-04-15,37.53073499,126.92029937,,서울,metadata.json,True
A0000309,location,2008-04-15,37.53104203,126.89349593,,서울,metadata.json,True
A0000310,location,2008-04-15,37.51532428,126.90447485,,서울,metadata.json,True
A0000311,location,2008-04-15,37.53152654,126.90546654,,서울,metadata.json,True
A0000312,location,2008-04-15,37.51776249,126.92726856,,서울,metadata.json,True
A0000313,location,2008-04-15,37.52753461,126.91652146,,서울,metadata.json,True
A0000314,location,2008-04-15,37.53028083,126.91958985,,서울,metadata.json,True
A0000315,location,2008-07-08,37.53551756,126.89796452,,서울,metadata.json,True
A0000316,location,2010-05-24,37.53037314,126.925565,,서울,metadata.json,True
A0000317,location,2009-06-12,37.52798281,126.91601999,,서울,metadata.json,True
A0000318,location,2010-03-03,37.52549163,126.90808344,,서울,metadata.json,True
A0000319,location,2010-06-07,37.53632388,126.89877299,,서울,metadata.json,True
A0000320,location,2010-07-16,37.52538186,126.90417988,,서울,metadata.json,True
A0000321,location,2010-11-29,37.53028083,126.91958985,,서울,metadata.json,True
A0000322,location,2011-12-13,37.52753461,126.91652146,,서울,metadata.json,True
A0000323,location,2012-12-06,37.53551756,126.89796452,,서울,metadata.json,True
A0000324,location,2012-05-02,37.52549163,126.90808344,,서울,metadata.json,True
A0000325,location,2012-12-05,37.52798281,126.91601999,,서울,metadata.json,True
A0000326,location,2013-12-05,37.52753461,126.91652146,,서울,metadata.json,True
A0000327,location,2013-09-24,37.53632388,126.89877299,,서울,metadata.json,True
A0000328,location,2014-04-03,37.52798281,126.91601999,,서울,metadata.json,True
A0000332,location,2012-10-15,37.52753461,126.91652146,,서울,metadata.json,True
A0000333,location,2008-04-15,37.48870295,126.98196741,,서울,metadata.json,True
A0000335,location,2014-12-23,37.61495604,127.05275997,,서울,metadata.json,True
A0000338,location,2012-06-26,37.55177933,126.83603169,,서울,metadata.json,True
A0000341,location,2008-04-15,37.49857819,126.89580627,,서울,metadata.json,True
A0000342,location,2008-04-15,37.49837389,126.91978034,,서울,metadata.json,True
A0000343,location,2010-08-23,37.56584385,127.05332552,,서울,metadata.json,True
A0000345,location,2008-04-15,37.4873734,126.96676268,,서울,metadata.json,True
A0000346,location,2008-04-25,37.51357609,126.92271782,,서울,metadata.json,True
A0000348,location,2008-04-15,37.4983536,126.95137797,,서울,metadata.json,True
A0000350,location,2008-04-17,37.49085772,126.89309704,,서울,metadata.json,True
A0000351,location,2008-04-15,37.50426157,126.94645841,,서울,metadata.json,True
A0000355,location,2008-05-10,37.5008914,126.92033785,,서울,metadata.json,True
A0000359,location,2008-05-28,37.48877245,126.89953891,,서울,metadata.json,True
A0000362,location,2008-04-15,37.50024971,126.92038863,,서울,metadata.json,True
A0000367,location,2008-04-15,37.4990585,126.90878993,,서울,metadata.json,True
A0000368,location,2008-04-15,37.49492967,126.96143729,,서울,metadata.json,True
A0000370,location,2008-04-15,37.51313994,126.91833084,,서울,metadata.json,True
A0000371,location,2008-04-15,37.50573511,126.92288004,,서울,metadata.json,True
A0000375,location,2008-04-15,37.50706895,126.92284714,,서울,metadata.json,True
A0000376,location,2008-04-15,37.50161261,126.89872335,,서울,metadata.json,True
A0000377,location,2008-04-24,37.50457218,126.9100702,,서울,metadata.json,True
A0000378,location,2008-05-15,37.48801377,126.90816436,,서울,metadata.json,True
A0000379,location,2014-03-04,37.4983536,126.95137797,,서울,metadata.json,True
A0000380,location,2012-05-02,37.56997444,126.84193979,,서울,metadata.json,True
A0000381,location,2008-08-13,37.4978746,126.91906017,,서울,metadata.json,True
A0000382,location,2008-12-11,37.50706895,126.92284714,,서울,metadata.json,True
A0000383,location,2009-08-05,37.50124393,126.93354932,,서울,metadata.json,True
A0000384,location,2008-12-16,37.49837389,126.91978034,,서울,metadata.json,True
A0000385,location,2009-05-26,37.48801377,126.90816436,,서울,metadata.json,True
A0000386,location,2009-07-13,37.50413214,126.91775315,,서울,metadata.json,True
A0000387,location,2009-09-01,37.50161261,126.89872335,,서울,metadata.json,True
A0000388,location,2013-01-10,37.48594884,126.97674932,,서울,metadata.json,True
A0000389,location,2012-11-05,37.52453431,127.13442141,,서울,metadata.json,True
A0000390,location,2009-10-19,37.48313939,126.97331911,,서울,metadata.json,True
A0000391,location,2010-06-07,37.50278371,126.9351103,,서울,metadata.json,True
A0000392,location,2010-05-28,37.50372449,126.90281335,,서울,metadata.json,True
A0000394,location,2014-09-04,37.62652577,127.02645581,,서울,metadata.json,True
A0000395,location,2010-12-20,37.48313939,126.97331911,,서울,metadata.json,True
A0000396,location,2010-12-20,37.49351153,126.90626576,,서울,metadata.json,True
A0000397,location,2010-12-07,37.50161261,126.89872335,,서울,metadata.json,True
A0000399,location,2011-10-17,37.49351153,126.90626576,,서울,metadata.json,True
A0000400,location,2011-09-15,37.50142542,126.89736722,,서울,metadata.json,True
A0000403,location,2012-02-23,37.49351153,126.90626576,,서울,metadata.json,True
A0000404,location,2012-02-20,37.48313939,126.97331911,,서울,metadata.json,True
A0000405,location,2012-03-24,37.50457218,126.9100702,,서울,metadata.json,True
A0000406,location,2012-04-04,37.51540474,126.91698933,,서울,metadata.json,True
A0000407,location,2012-07-12,37.49351153,126.90626576,,서울,metadata.json,True
A0000408,location,2012-07-16,37.5086001,126.9062481,,서울,metadata.json,True
A0000409,location,2012-08-15,37.4990585,126.90878993,,서울,metadata.json,True
A0000410,location,2013-05-02,37.4990585,126.90878993,,서울,metadata.json,True
A0000411,location,2014-01-02,37.48870295,126.98196741,,서울,metadata.json,True
A0000412,location,2014-12-23,37.50161261,126.89872335,,서울,metadata.json,True
A0000419,location,2008-04-30,37.50372449,126.90281335,,서울,metadata.json,True
A0000420,location,2008-05-30,37.51000725,126.90825099,,서울,metadata.json,True
A0000421,location,2011-03-16,37.51000725,126.90825099,,서울,metadata.json,True
A0000423,location,2008-04-17,37.51354773,126.94500936,,서울,metadata.json,True
A0000424,location,2011-11-08,37.48870295,126.98196741,,서울,metadata.json,True
A0000425,location,2008-04-15,37.49345662,126.95666273,,서울,metadata.json,True
A0000426,location,2008-04-15,37.48311256,126.98151964,,서울,metadata.json,True
A0000427,location,2008-04-15,37.50240055,126.89946373,,서울,metadata.json,True
A0000428,location,2008-04-15,37.48708171,126.90563797,,서울,metadata.json,True
A0000429,location,2008-04-15,37.50278371,126.9351103,,서울,metadata.json,True
A0000430,location,2008-04-15,37.50798043,126.96521312,,서울,metadata.json,True
A0000431,location,2008-04-15,37.51540474,126.91698933,,서울,metadata.json,True
A0000432,location,2008-04-15,37.50124393,126.93354932,,서울,metadata.json,True
A0000433,location,2009-01-06,37.49837389,126.91978034,,서울,metadata.json,True
A0000434,location,2010-07-16,37.51354773,126.94500936,,서울,metadata.json,True
A0000435,location,2010-08-16,37.48313939,126.97331911,,서울,metadata.json,True
A0000436,location,2011-01-05,37.50372449,126.90281335,,서울,metadata.json,True
A0000437,location,2011-07-11,37.48313939,126.97331911,,서울,metadata.json,True
A0000438,location,2011-07-26,37.49857819,126.89580627,,서울,metadata.json,True
A0000439,location,2011-12-16,37.51284056,126.93463848,,서울,metadata.json,True
A0000440,location,2012-08-17,37.50457218,126.9100702,,서울,metadata.json,True
A0000441,location,2012-10-05,37.50161261,126.89872335,,서울,metadata.json,True
A0000442,location,2013-01-11,37.50706895,126.92284714,,서울,metadata.json,True
A0000443,location,2015-02-06,37.50372449,126.90281335,,서울,metadata.json,True
A0000444,location,2012-06-21,37.49857819,126.89580627,,서울,metadata.json,True
A0000453,location,2008-04-15,37.54685969,126.8625084,,서울,metadata.json,True
A0000456,location,2008-04-15,37.49110164,126.82665992,,서울,metadata.json,True
A0000459,location,2008-04-15,37.55724555,126.810022,,서울,metadata.json,True
A0000461,location,2008-04-15,37.67446507,127.0440569,,서울,metadata.json,True
A0000468,location,2008-04-15,37.56754636,126.84131571,,서울,metadata.json,True
A0000473,location,2008-04-15,37.54622944,126.82060611,,서울,metadata.json,True
A0000474,location,2008-04-15,37.54871986,126.86313784,,서울,metadata.json,True
A0000476,location,2008-04-15,37.56565966,126.81235623,,서울,metadata.json,True
A0000477,location,2008-04-15,37.54813254,126.82082657,,서울,metadata.json,True
A0000479,location,2008-04-15,37.56549061,126.84605558,,서울,metadata.json,True
A0000480,location,2008-04-15,37.57354196,126.81005286,,서울,metadata.json,True
A0000482,location,2008-10-03,37.56749697,126.85029568,,서울,metadata.json,True
A0000486,location,2010-04-01,37.54914868,126.87592662,,서울,metadata.json,True
A0000488,location,2011-02-28,37.55177933,126.83603169,,서울,metadata.json,True
A0000489,location,2011-04-05,37.57148957,126.80436446,,서울,metadata.json,True
A0000491,location,2011-09-08,37.56565966,126.81235623,,서울,metadata.json,True
A0000492,location,2012-02-01,37.56628965,126.80603205,,서울,metadata.json,True
A0000495,location,2012-09-03,37.52963848,126.85982556,,서울,metadata.json,True
A0000496,location,2013-03-25,37.54685969,126.8625084,,서울,metadata.json,True
A0000497,location,2013-12-04,37.56359461,126.85201668,,서울,metadata.json,True
A0000498,location,2015-02-16,37.5562737,126.76836687,,서울,metadata.json,True
A0000500,location,2014-07-08,37.52722901,126.84289267,,서울,metadata.json,True
A0000501,location,2014-07-29,37.54685969,126.8625084,,서울,metadata.json,True
A0000502,location,2014-11-19,37.19960977,127.07164025,,서울,metadata.json,True
A0000503,location,2008-04-15,37.54738168,126.87146972,,서울,metadata.json,True
A0000504,location,2008-04-15,37.55113043,126.86555135,,서울,metadata.json,True
A0000506,location,2008-04-15,37.55177933,126.83603169,,서울,metadata.json,True
A0000508,location,2008-04-22,37.57036802,126.83817678,,서울,metadata.json,True
A0000508,location,2026-04-07,37.57036802,126.83817678,,서울,metadata.json,True
A0000510,location,2008-04-15,37.57268133,126.82541288,,서울,metadata.json,True
A0000511,location,2008-04-15,37.57264187,126.82614699,,서울,metadata.json,True
A0000513,location,2008-04-18,37.56628965,126.80603205,,서울,metadata.json,True
A0000515,location,2008-04-15,37.57148957,126.80436446,,서울,metadata.json,True
A0000519,location,2008-04-15,37.54064259,126.84155247,,서울,metadata.json,True
A0000520,location,2008-04-15,37.55453414,126.85494817,,서울,metadata.json,True
A0000522,location,2008-04-15,37.52722901,126.84289267,,서울,metadata.json,True
A0000523,location,2008-04-15,37.53003434,126.86302512,,서울,metadata.json,True
A0000524,location,2008-04-15,37.53161882,126.85602839,,서울,metadata.json,True
A0000525,location,2008-04-15,37.51154968,127.04710913,,서울,metadata.json,True
A0000526,location,2008-04-15,37.54023479,126.84115987,,서울,metadata.json,True
A0000529,location,2008-04-15,37.55685543,126.85089757,,서울,metadata.json,True
A0000530,location,2008-04-15,37.55161164,126.83666715,,서울,metadata.json,True
A0000534,location,2011-05-30,37.55672159,126.86273009,,서울,metadata.json,True
A0000536,location,2008-04-15,37.55104537,126.81484529,,서울,metadata.json,True
A0000539,location,2008-04-15,37.54978663,126.87554771,,서울,metadata.json,True
A0000544,location,2008-04-15,37.55764715,126.84248977,,서울,metadata.json,True
A0000545,location,2008-04-15,37.52963848,126.85982556,,서울,metadata.json,True
A0000546,location,2008-04-15,37.54738912,126.87726578,,서울,metadata.json,True
A0000547,location,2008-04-15,37.56638089,126.84568545,,서울,metadata.json,True
A0000548,location,2008-04-15,37.5415753,126.83909924,,서울,metadata.json,True
A0000549,location,2008-04-15,37.54927142,126.8469558,,서울,metadata.json,True
A0000550,location,2008-04-15,37.56997444,126.84193979,,서울,metadata.json,True
A0000551,location,2008-04-15,37.5693887,126.8390446,,서울,metadata.json,True
A0000552,location,2008-04-15,37.56068959,126.81710499,,서울,metadata.json,True
A0000553,location,2008-04-15,37.53570362,126.86298822,,서울,metadata.json,True
A0000554,location,2013-07-05,37.56549061,126.84605558,,서울,metadata.json,True
A0000555,location,2009-10-19,37.56628965,126.80603205,,서울,metadata.json,True
A0000556,location,2010-11-22,37.54622944,126.82060611,,서울,metadata.json,True
A0000557,location,2012-12-13,37.55104537,126.81484529,,서울,metadata.json,True
A0000558,location,2013-11-18,37.56628965,126.80603205,,서울,metadata.json,True
A0000560,location,2014-01-02,37.57148957,126.80436446,,서울,metadata.json,True
A0000562,location,2008-04-15,37.55672159,126.86273009,,서울,metadata.json,True
A0000564,location,2010-01-11,37.56628965,126.80603205,,서울,metadata.json,True
A0000565,location,2014-07-16,37.57431707,126.80237901,,서울,metadata.json,True
A0000566,location,2012-09-26,37.55177933,126.83603169,,서울,metadata.json,True
A0000567,location,2014-06-11,37.55724555,126.810022,,서울,metadata.json,True
A0000568,location,2008-04-15,37.58076638,126.93657155,,서울,metadata.json,True
A0000569,location,2008-04-15,37.58504012,126.92378604,,서울,metadata.json,True
A0000571,location,2008-04-15,37.57855038,126.9020237,,서울,metadata.json,True
A0000574,location,2008-04-15,37.59409513,126.9139292,,서울,metadata.json,True
A0000578,location,2008-04-15,37.6052088,126.91577932,,서울,metadata.json,True
A0000581,location,2011-10-25,37.50671596,126.85960273,,서울,metadata.json,True
A0000582,location,2015-06-15,37.53003434,126.86302512,,서울,metadata.json,True
A0000585,location,2008-04-15,37.5890013,126.94346413,,서울,metadata.json,True
A0000586,location,2008-04-15,37.56594623,126.9249296,,서울,metadata.json,True
A0000588,location,2014-06-05,37.52538186,126.90417988,,서울,metadata.json,True
A0000589,location,2011-03-09,37.54733264,126.92848009,,서울,metadata.json,True
A0000591,location,2008-04-15,37.5692996,126.9324568,,서울,metadata.json,True
A0000594,location,2008-04-15,37.5706713,126.912569,,서울,metadata.json,True
A0000595,location,2008-04-15,37.56101461,126.94156638,,서울,metadata.json,True
A0000598,location,2008-04-15,37.60927111,126.92071003,,서울,metadata.json,True
A0000599,location,2008-04-17,37.58226007,126.92668421,,서울,metadata.json,True
A0000601,location,2008-04-15,37.59076055,126.91764798,,서울,metadata.json,True
A0000602,location,2008-04-15,37.60046889,126.93640034,,서울,metadata.json,True
A0000603,location,2011-09-14,37.58910734,127.08025777,,서울,metadata.json,True
A0000604,location,2008-04-30,37.55262919,126.96376369,,서울,metadata.json,True
A0000605,location,2011-02-11,37.58394816,126.89119816,,서울,metadata.json,True
A0000606,location,2009-12-07,37.60927111,126.92071003,,서울,metadata.json,True
A0000607,location,2010-04-13,37.57311679,126.92223588,,서울,metadata.json,True
A0000608,location,2010-07-23,37.61717976,126.9196742,,서울,metadata.json,True
A0000609,location,2010-07-26,37.58231016,126.90762254,,서울,metadata.json,True
A0000610,location,2010-09-20,37.56101461,126.94156638,,서울,metadata.json,True
A0000611,location,2010-11-08,37.61825675,126.90613801,,서울,metadata.json,True
A0000612,location,2010-12-03,37.57347142,126.9359244,,서울,metadata.json,True
A0000613,location,2011-04-25,37.60927111,126.92071003,,서울,metadata.json,True
A0000614,location,2011-05-11,37.56771919,126.91885786,,서울,metadata.json,True
A0000616,location,2011-11-07,37.59564841,126.91452872,,서울,metadata.json,True
A0000618,location,2012-09-10,37.59076055,126.91764798,,서울,metadata.json,True
A0000619,location,2013-01-02,37.59564841,126.91452872,,서울,metadata.json,True
A0000620,location,2013-03-23,37.59587561,126.90947473,,서울,metadata.json,True
A0000621,location,2013-05-15,37.57325309,126.92246131,,서울,metadata.json,True
A0000622,location,2013-06-26,37.57577479,126.90391449,,서울,metadata.json,True
A0000623,location,2013-07-17,37.57325309,126.92246131,,서울,metadata.json,True
A0000625,location,2013-11-01,37.60046889,126.93640034,,서울,metadata.json,True
A0000626,location,2013-12-06,37.59587561,126.90947473,,서울,metadata.json,True
A0000627,location,2014-01-08,37.56101461,126.94156638,,서울,metadata.json,True
A0000629,location,2014-04-01,37.59409513,126.9139292,,서울,metadata.json,True
A0000630,location,2014-08-01,37.59076055,126.91764798,,서울,metadata.json,True
A0000631,location,2014-08-01,37.60046889,126.93640034,,서울,metadata.json,True
A0000632,location,2008-04-15,37.59546896,126.94837754,,서울,metadata.json,True
A0000634,location,2008-04-15,37.59540893,126.93946302,,서울,metadata.json,True
A0000635,location,2011-09-02,37.58226007,126.92668421,,서울,metadata.json,True
A0000638,location,2008-04-15,37.57577479,126.90391449,,서울,metadata.json,True
A0000639,location,2008-04-17,37.58584397,126.9467383,,서울,metadata.json,True
A0000645,location,2011-07-12,37.59564841,126.91452872,,서울,metadata.json,True
A0000648,location,2013-01-07,37.49755113,126.89238672,,서울,metadata.json,True
A0000655,location,2013-01-09,37.48301921,126.9188472,,서울,metadata.json,True
A0000660,location,2014-08-08,37.54510581,127.12945328,,서울,metadata.json,True
A0000661,location,2008-04-15,37.58355222,126.95009643,,서울,metadata.json,True
A0000664,location,2008-04-15,37.58952912,126.91287763,,서울,metadata.json,True
A0000665,location,2009-04-13,37.58394816,126.89119816,,서울,metadata.json,True
A0000666,location,2010-06-07,37.64396727,126.91235873,,서울,metadata.json,True
A0000667,location,2011-02-10,37.61717976,126.9196742,,서울,metadata.json,True
A0000668,location,2011-09-02,37.67446507,127.0440569,,서울,metadata.json,True
A0000669,location,2008-04-15,37.58418883,126.9493782,,서울,metadata.json,True
A0000672,location,2010-05-03,37.58355222,126.95009643,,서울,metadata.json,True
A0000673,location,2008-04-15,37.57023203,126.93329902,,서울,metadata.json,True
A0000674,location,2008-04-15,37.58193843,126.91259748,,서울,metadata.json,True
A0000675,location,2008-04-15,37.60118262,126.92924658,,서울,metadata.json,True
A0000676,location,2008-04-15,37.61825675,126.90613801,,서울,metadata.json,True
A0000677,location,2008-04-15,37.62533999,126.92031337,,서울,metadata.json,True
A0000679,location,2008-04-15,37.57903266,126.9011478,,서울,metadata.json,True
A0000680,location,2009-10-05,37.62921258,126.91967131,,서울,metadata.json,True
A0000681,location,2010-04-01,37.56101461,126.94156638,,서울,metadata.json,True
A0000682,location,2010-04-02,37.59409513,126.9139292,,서울,metadata.json,True
A0000683,location,2010-07-16,37.60399644,126.93520683,,서울,metadata.json,True
A0000684,location,2011-01-03,37.59564841,126.91452872,,서울,metadata.json,True
A0000685,location,2011-01-27,37.58504012,126.92378604,,서울,metadata.json,True
A0000686,location,2011-12-06,37.64396727,126.91235873,,서울,metadata.json,True
A0000687,location,2012-03-05,37.62533999,126.92031337,,서울,metadata.json,True
A0000688,location,2012-10-08,37.58504012,126.92378604,,서울,metadata.json,True
A0000689,location,2013-06-03,37.56101461,126.94156638,,서울,metadata.json,True
A0000690,location,2014-08-02,37.58721922,126.88755836,,서울,metadata.json,True
